Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"47334162","1","","","2017-11-16 16:03:47","","2","35","<p>This is Angular 1.5 app. I have written the Menu bar in index.html file to keep it common in all views. Right now, Menu bar default value is set to home screen - ""Personal"". Other webpages' names aren't present in menu bar, instead an icon is present to represent those pages in menu bar. 
When the user navigates to any other page, the name of that particular page should get displayed in menu bar and rest pages should be displayed as icon in menu bar.</p>

<p>How do I achieve this <br>
This is how the menu looks like currently-
<a href=""https://i.stack.imgur.com/jRnXM.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/jRnXM.png"" alt=""This is how the menu looks like""></a></p>

<p>Here is my <code>&lt;body&gt;</code> of index.html file. </p>

<pre><code>    &lt;body&gt;
        &lt;div class=""page"" id=""page""&gt;
            &lt;ul id=""progress""&gt;
                &lt;li class=""active progress-li""&gt;
                  Personal 
                &lt;/li&gt; 
                &lt;li class=""progress-li""&gt; 
                  &lt;a ng-href=""#/school""&gt;
                    &lt;i class=""fa fa-building-o"" aria-hidden=""true""&gt;&lt;/i&gt;
                  &lt;/a&gt;
                &lt;/li&gt;
                &lt;li class=""progress-li""&gt;
                  &lt;a ng-href=""#/pre-university""&gt;
                    &lt;i class=""fa fa-university"" aria-hidden=""true""&gt;&lt;/i&gt;
                  &lt;/a&gt;
                &lt;/li&gt;
                &lt;li class=""progress-li""&gt;
                  &lt;a ng-href=""#/university""&gt;
                    &lt;i class=""fa fa-graduation-cap"" aria-hidden=""true""&gt;&lt;/i&gt;
                  &lt;/a&gt;
                &lt;/li&gt;
                &lt;li class=""progress-li""&gt;
                  &lt;a ng-href=""#/extras""&gt;
                    &lt;i class=""fa fa-cubes"" aria-hidden=""true""&gt;&lt;/i&gt;
                  &lt;/a&gt;
                &lt;/li&gt;
                &lt;li class=""progress-li""&gt;
                  &lt;a ng-href=""#/accolades""&gt;
                    &lt;i class=""fa fa-trophy"" aria-hidden=""true""&gt;&lt;/i&gt;
                  &lt;/a&gt;
                &lt;/li&gt;
                &lt;li class=""progress-li-last""&gt;
                  &lt;a ng-href=""#/job""&gt;
                    &lt;i class=""fa fa-suitcase"" aria-hidden=""true""&gt;&lt;/i&gt;
                  &lt;/a&gt;
                &lt;/li&gt;
            &lt;/ul&gt;
            &lt;main class=""cf"" ng-view&gt;&lt;/main&gt;
        &lt;/div&gt;
        &lt;script type=""text/javascript"" src=""js/jquery-3.1.1.min.js""&gt;&lt;/script&gt;
        &lt;script type=""text/javascript"" src=""js/materialize.min.js""&gt;&lt;/script&gt;
        &lt;script src=""js/libs/angular/angular.min.js""&gt;&lt;/script&gt;
        &lt;script src=""js/libs/angular/angular-route.min.js""&gt;&lt;/script&gt;
        &lt;script src=""js/libs/angular/angular-animate.min.js""&gt;&lt;/script&gt;
        &lt;script src=""js/libs/angular/angular-cookies.min.js""&gt;&lt;/script&gt;  
&lt;/body&gt;
</code></pre>
","3088211","","3088211","","2017-11-16 17:42:32","2017-11-16 17:42:32","AngularJS Replace Text of Menubar as user navigates","<javascript><jquery><html><css><angularjs>","0","0","","",""
"46756261","1","","","2017-10-15 14:42:09","","0","70","<p>I am using RZslider with showTicks. I want to reduce size of showTicks. And please expand below output in full screen then you will able see showticks on slider. I want to reduce size of these showticks.</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>var app = angular.module('rzSliderDemo', ['rzModule', 'ui.bootstrap']);

app.controller('MainCtrl', function($scope, $rootScope, $timeout) {
  $scope.$watch('dateBirth', function(n, o) {
    var newDay = n || new Date();
    $scope.selectedDate = moment(newDay);
    $scope.selectedDate.hour(moment().hour());
    $scope.selectedDate.minute(0);
    $scope.init();
  });
  
  $scope.init = function() {
    var startDate, endDate, startTime, endTime;
    
    var timeData = getRange($scope.selectedDate);
    $scope.localTime = timeData.currentTime; // actually start of this hour
    
    var arr = timeData.times.map(n =&gt; {
      return {
        value: n.value
        //legend: n.value
      };
    });
    
    $timeout(function(){
      $scope.slider = {
        minValue: $scope.localTime.clone().subtract(4, ""hours"").format('YYYY DD MMM HH:mm'),
        maxValue: $scope.localTime.clone().add(4, ""hours"").format('YYYY DD MMM HH:mm'),
        options: {
          showTicks: true,
          stepsArray: arr,
          draggableRange: true,
        }
      };
    });
  }
  
  $scope.init();
});

function getRange(currentDate) {
  var arr = [];
  var totalHourRange = 32;
  var currentTime = currentDate || moment(); // current date and time using Moment
  
  // set current time to beginning of the hour
  currentTime.minute(0);
  
  // clone date and substract 1/2 total range to get start point
var tmpTime = currentTime.clone();
     //tmpTime.subtract(totalHourRange / 2, 'hours');
     tmpTime.hour(0).subtract(4, 'hours');
  
  // offset is the number of minutes from the current point
  for (var i = -6 * (totalHourRange / 2); i &lt;= 6 * (totalHourRange / 2); i++) {
      arr.push({value: tmpTime.format('YYYY DD MMM HH:mm'), offset: i * 10});
      tmpTime.add(10, 'minutes');
    }
  return { times: arr, currentTime: currentTime, totalHourRange: totalHourRange };
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;script src=""https://ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js""&gt;&lt;/script&gt;
&lt;link href=""https://maxcdn.bootstrapcdn.com/bootstrap/3.3.4/css/bootstrap.min.css"" rel=""stylesheet"" /&gt;
&lt;link href=""https://rawgit.com/rzajac/angularjs-slider/master/dist/rzslider.css"" rel=""stylesheet"" /&gt;
&lt;script src=""https://ajax.googleapis.com/ajax/libs/angularjs/1.2.23/angular.min.js""&gt;&lt;/script&gt;
&lt;script src=""https://cdnjs.cloudflare.com/ajax/libs/angular-ui-bootstrap/0.14.3/ui-bootstrap-tpls.js""&gt;&lt;/script&gt;
&lt;script src=""https://rawgit.com/rzajac/angularjs-slider/master/dist/rzslider.js""&gt;&lt;/script&gt;
&lt;script src=""https://cdnjs.cloudflare.com/ajax/libs/moment.js/2.18.1/moment.min.js""&gt;&lt;/script&gt;
&lt;div ng-app=""rzSliderDemo""&gt;
  &lt;div ng-controller=""MainCtrl"" class=""wrapper""&gt;
    &lt;header&gt;
      &lt;h2&gt;AngularJS Touch Slider&lt;/h2&gt;
    &lt;/header&gt;
    &lt;article&gt;
   
      
      &lt;br /&gt;
      &lt;rzslider rz-slider-model=""slider.minValue"" rz-slider-high=""slider.maxValue"" rz-slider-options=""slider.options""&gt;&lt;/rzslider&gt;
    &lt;/article&gt;
  &lt;/div&gt;
&lt;/div&gt;</code></pre>
</div>
</div>
</p>

<p>When I reduce size of showticks then it is not draw properly on line.</p>

<p><strong>CSS</strong></p>

<pre><code>  .rzslider .rz-tick {
    position: absolute;
    top: 0;
    left: 0;
    width: 5px;
    height: 5px;
    margin-left: 11px;
    text-align: center;
    cursor: pointer;
    background: #d8e0f3;
    border-radius: 50%;
}
</code></pre>

<p><strong>OUTPUT</strong></p>

<p><a href=""https://i.stack.imgur.com/tEqGr.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/tEqGr.png"" alt=""enter image description here""></a></p>

<p>I want to leave space between each showticks. How can I draw showticks clearly on line.</p>
","5316558","","","","","2017-10-15 14:53:37","How to draw decreased size of showticks online line bar in RZslider?","<javascript><jquery><html><css><angularjs>","1","0","","",""
"37297095","1","","","2016-05-18 10:37:22","","-4","73","<pre><code>&lt;div class=""container""&gt;
    &lt;label ng-repaet""x in items""&gt;{{x}}&lt;/label&gt;
&lt;/div&gt;
</code></pre>

<p>I want the scroll bar of the container div to go at the bottom automatically as the container overflows, and label items are added into it.</p>

<p>The css class for the div container is:</p>

<pre><code>.container{
    position:relative;
    display:block;
    overflow-y:scroll;
    overflow-wrap:break-word;
    height:300px;
}
</code></pre>

<p>And also i have styled my scroll bar as follows:</p>

<pre><code>::-webkit-scrollbar{
    width:6px;
}
::-webkit-scrollbar-track{
    -webkit-box-shadow: inset 0 0 6px rgba(0,0,0,0.3); 
    border-radius: 0px;
}
::-webkit-scrollbar-thumb{
    border-radius: 0px;
    -webkit-box-shadow: inset 0 0 6px rgba(0,0,0,0.5); 
}
</code></pre>
","4931770","","","","","2016-05-18 11:32:27","How to automatically scroll down to bottom of div as the new contents are added in the div?","<javascript><jquery><html><css><angularjs>","1","3","","",""
"47343026","1","47343166","","2017-11-17 03:54:09","","-1","357","<p>I started with angular and I have a problem. I have this div. it contains div which displays <code>{{stored}}</code> value from angular <a href=""/questions/tagged/javascript"" class=""post-tag"" title=""show questions tagged &#39;javascript&#39;"" rel=""tag"">javascript</a>. When you type something inside a text box and clicks the button.</p>

<pre><code>&lt;div&gt;
  &lt;div id=""hidestore""&gt;{{stored}}&lt;/div&gt; &lt;input id=""dobind"" type=""text"" /&gt;
  &lt;input type=""button"" id=""showstore"" value=""show"" /&gt;
&lt;/div&gt;
</code></pre>

<p>It calls this <a href=""/questions/tagged/jquery"" class=""post-tag"" title=""show questions tagged &#39;jquery&#39;"" rel=""tag"">jquery</a>code which adds <code>textbox</code> a <code>ng-model</code> which corresponds to the {{stored}} above.
Basically I want div to display <code>{{stored}}</code> value from the time where the button is pressed (without using <code>$scope</code>).</p>

<pre><code>$(""#showstore"").click(function() {
  $(""#dobind"").attr(""ng-model"", ""stored"")
});
</code></pre>

<p>Sorry for my bad grammar. I need help!</p>
","7624179","","5277925","","2017-11-17 04:09:55","2017-11-17 04:12:38","Adding ng-model to div using jQuery","<javascript><jquery><html><css><angularjs>","2","0","","",""
"38590259","1","38712755","","2016-07-26 12:44:09","","0","615","<p>We are working on single page application. It is rendered in two languages. One is right to left and other is left to right.</p>

<p>For scrolling functionality we are using <a href=""https://github.com/iominh/ng-scrollbars"" rel=""nofollow noreferrer"">ng-scrollbars</a> which is an Angularjs wrapper for <a href=""http://manos.malihu.gr/jquery-custom-content-scroller/#methods-section"" rel=""nofollow noreferrer"">malihu-custom-scrollbar-plugin</a>. For languages with left to right format it works properly, but the problem is with the right to left languages. </p>

<p><strong>The problem is when the horizontal scroll bar is dragged such that the content is scrolled to the opposite direction</strong>.</p>

<p>The following is how the scroll bar is positioned when not scrolled:</p>

<p><a href=""https://i.stack.imgur.com/VOj8A.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/VOj8A.png"" alt=""enter image description here""></a></p>

<p>And this is how it looks like when scrolled to left and back to right. As you can see there is a huge space on the right side of the content area:</p>

<p><a href=""https://i.stack.imgur.com/XNixB.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/XNixB.png"" alt=""enter image description here""></a></p>

<p>I am looking for solution from anybody who might have faced a similar issue. Thanks in advance.</p>

<h2>Update</h2>

<p>My html is:</p>

<pre><code>&lt;div class=""block"" ng-scrollbars&gt;
    &lt;!--My contents--&gt;
&lt;/div&gt;
</code></pre>

<p>My css is: </p>

<pre><code>*{
    direction:rtl;
 }
</code></pre>

<h2><a href=""https://plnkr.co/edit/kFQg9ap6hF3HQuWsSQTU"" rel=""nofollow noreferrer""><em>Plunker Reproducing Issue</em></a></h2>
","5997265","","5997265","","2016-08-04 10:39:01","2016-08-04 10:39:01","ng-scrollbars: Right to left issue when horizantal scrolling","<javascript><jquery><html><css><angularjs>","1","1","","",""
"29255501","1","29256149","","2015-03-25 12:20:18","","0","833","<p>I've included <strong>textAngular-rangy.min.js</strong> and <strong>textAngular.min.js</strong> in my jsp page (using angular JS in my app). Though no text area is there in that page. When the page is loaded, an unwanted input field is visible at the bottom mentioned below:</p>

<p><code>&lt;input id=""textAngular-editableFix-010203040506070809"" class=""ta-hidden-input"" unselectable=""on"" tabindex=""-1""&gt;</code></p>

<p>What can be the reason of putting this field here?</p>
","3880800","","","","","2015-03-25 12:49:28","An extra input field is added at the footer of the page","<javascript><jquery><html><css><angularjs>","1","4","1","",""
"52456898","1","52464116","","2018-09-22 13:00:40","","-1","45","<p>I want to create a webpage in my website , where I can put my 100 blogs in Iframes using javascript for loop .
When I open  page then It should be open many small url Iframes and open urls like <a href=""http://www.rathorehomi.com/blog/1"" rel=""nofollow noreferrer"">http://www.rathorehomi.com/blog/1</a>
<a href=""http://www.rathorehomi.com/blog/2"" rel=""nofollow noreferrer"">http://www.rathorehomi.com/blog/2</a>
<a href=""http://www.rathorehomi.com/blog/3"" rel=""nofollow noreferrer"">http://www.rathorehomi.com/blog/3</a>
............
 <a href=""http://www.rathorehomi.com/blog/100"" rel=""nofollow noreferrer"">http://www.rathorehomi.com/blog/100</a> 
its easy to open in new window but i need in one page .
Thanks .</p>

<pre><code> &lt;!DOCTYPE html&gt;
&lt;html&gt;
&lt;head&gt;
    &lt;title&gt;Document&lt;/title&gt;
&lt;/head&gt;
&lt;body&gt;
    &lt;script&gt;
    var i;
    var launch_code;

    for ( var i = 000001; i &lt; 000020; i++) {
        launch_code = ""https://www.rathorehomi.com/blog/""+ i;

    window.open(launch_code, '_blank', ""width=200, height=100"");
        };

    &lt;/script&gt;
&lt;/body&gt;
&lt;/html&gt;
</code></pre>
","10400592","","10400592","","2018-09-23 04:54:52","2018-09-23 07:50:48","create 100 small Iframes in one webpage using javascript for loop","<javascript><jquery><html><css><angularjs>","1","3","","",""
"22999662","1","22999753","","2014-04-10 21:46:43","","0","35","<p>I am trying to use Angular js in my app and I have a question regarding the click event</p>

<p>in my html</p>

<pre><code>&lt;div ng-click='clickMe()' ng-controller='testCtrl'&gt;
   &lt;img src='test.png'/&gt;
   more codes...
&lt;/div&gt;
</code></pre>

<p>controller.js</p>

<pre><code>.controller('testCtrl', function(){
   $scope.clickMe = function(){
       $(this).find('img').attr('src','newImg.png')
   }
}
</code></pre>

<p>I want to be able to use <code>$(this).find()</code> method to find the images or other elements but I am not sure hot wo do that in Angular. Can someone help me out? Thanks a lot!</p>
","3299404","","443341","","2014-04-10 21:48:12","2014-04-10 21:51:52","How to find an child element in my case?","<javascript><jquery><html><css><angularjs>","1","0","","",""
"43613493","1","","","2017-04-25 14:27:29","","1","50","<p>I am working on a navigation menu with nested sub menus. I was wondering if there is a way I can achieve the menus to be expandable when I click the parent menu item</p>

<p>This is my HTML code, as you guys can see I have 2 ng-repeat inside the parent menu item and another one if the sub menu item has one or more sub menus</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;div id=""sidebar-wrapper"" ng-controller=""navigationController"" style=""overflow-y: auto; margin-top:-20px;"" class=""hidden-print"" ng-hide=""hideSidebar()""&gt;
  &lt;nav role=""navigation"" class=""navbar navbar-default navbar-bigfont"" style=""border-width: 0""&gt;
    &lt;ul class=""nav nav-pills nav-stacked""&gt;
      &lt;li class=""portal-text-19b"" ng-repeat=""item in newMenu"" ng-class=""{active: hightlight === item.title &amp;&amp; item.path !== '#'}"" ng-show=""showItem(item.path, item.allowAll)""&gt;
        &lt;a style=""text-transform: uppercase"" href=""{{item.path}}"" ng-click=""item.fn()""&gt;
          &lt;span class=""{{item.icon}}""&gt;&lt;/span&gt;&amp;nbsp; {{item.title}}
          &lt;span style=""font-size: 7px;"" ng-if=""item.childs"" class=""glyphicon glyphicon-play""&gt;&lt;/span&gt;
        &lt;/a&gt;
        &lt;ul class=""nav nav-pills nav-stacked""&gt;
          &lt;li style=""list-style-type: none;"" ng-repeat=""child in item.childs"" ng-class=""{active: hightlight === child.title &amp;&amp; child.path !== '#'}"" ng-show=""showItem(child.path, child.allowAll)""&gt;
            &lt;a href=""{{child.path}}"" ng-click=""child.fn()""&gt;
              &lt;span class=""{{child.icon}}""&gt;&lt;/span&gt;&amp;nbsp; {{child.title}}
            &lt;/a&gt;
            &lt;ul class=""nav nav-pills nav-stacked""&gt;
              &lt;li style=""list-style-type: none;"" ng-repeat=""child2 in child.childs"" ng-class=""{active: hightlight === child2.title &amp;&amp; child2.path !== '#'}"" ng-show=""showItem(child2.path, child2.allowAll)""&gt;
                &lt;a href=""{{child2.path}}"" ng-click=""child2.fn()""&gt;
                  &lt;span class=""{{child2.icon}}""&gt;&lt;/span&gt;&amp;nbsp; {{child2.title}}
                &lt;/a&gt;
              &lt;/li&gt;
            &lt;/ul&gt;
          &lt;/li&gt;
        &lt;/ul&gt;
      &lt;/li&gt;
    &lt;/ul&gt;
  &lt;/nav&gt;
&lt;/div&gt;</code></pre>
</div>
</div>
</p>
","3927852","","215552","","2017-04-25 15:41:34","2017-04-26 13:18:52","Make sub menus expandable using JavaScript","<javascript><jquery><html><css><angularjs>","1","0","","",""
"33988926","1","","","2015-11-29 22:30:09","","2","495","<p>If I have a list of divs generated by an <code>ng-repeat</code> directive:</p>

<pre><code>&lt;div class='carousel-item' ng-repeat=""item in home.carouselItems""&gt;
    &lt;img ng-src='{{item.icon}}' /&gt;
&lt;/div&gt;
</code></pre>

<p>and every 2 seconds, in a controller directive I re-arrange the list of items:</p>

<pre><code>link: function(scope, elem, attrs) {
    //timeout is needed so that the ng-repeat items can render
    $timeout(function(){
        $interval(function(){
            scope.home.carouselItems.push(scope.home.carouselItems.shift())
        }, 2000);
    });
}
</code></pre>

<p>where the re-arrangement pops off the first item and appends it to the end, I want to animate the position change of the <code>div</code> elements. Visually, the divs are stacked like:</p>

<p>|Div 1|</p>

<p>|Div 2|</p>

<p>|Div 3|</p>

<p>etc</p>

<p>So Div 1 would be removed and appended to the end while Div 2 &amp; 3 should animate their position up.</p>

<p>What I need is a pure-css way of animating not only the position change but also the opacity. So far I've been able to come up with:</p>

<pre><code>&amp;.ng-move,
&amp;.ng-enter,
&amp;.ng-leave {
    transition:all linear 0.5s;
}

&amp;:nth-child(1) {
   &amp;.ng-move.ng-move-active {
       opacity: 0.5;
   }
}
</code></pre>

<p>where <code>&amp;</code> is the <code>.carousel-item</code> class. </p>

<p>There's a few issues. First, the <code>ng-repeat</code> items jump to their new spots with no position animation and then the opacity fade on the first element begins. Second, after the opacity animation completes, the item jumps back to it's original opacity of one.</p>

<p>What I'm trying to achieve is a carousel-like effect where the first item scrolls away and fades and THEN gets removed from the list, the second item fades to 0.5 opacity while moving the the first spot and so on forever.</p>

<p>I noticed something else interesting; I registered an animation for the <code>carousel-item</code> class and only <code>move</code> was called when I modified the array, not <code>leave</code> or <code>enter</code>. I suspect that's because I'm using <code>shift()</code>.</p>
","1369331","","","","","2015-11-29 22:30:09","Angular ng-repeat animate position change","<javascript><jquery><html><css><angularjs>","0","0","1","",""
"33998694","1","33998725","","2015-11-30 12:27:57","","0","49","<p>When you have Angular routing, this problem becomes extremely aware and annoying. When one of the pages has a scrollbar and the second doesn't, switching between those, you'll notice the body shifting from right to left and vise versa for the width of scrollbar.</p>

<p>Is there any elegant fix for this? I've thought of adding a padding/margin to the right side of page (width of scrollbar) when a scrollbar doesn't exist in the current route/view to simulate having a scrollbar and removing this shift. You could calculate the width of scrollbar by subtracting inner width from outer width of document and then adding the result as a padding/margin, but that doesn't seem like a perfect fix for me.</p>

<p>Is there a better and perhaps more elegant or simple way to achieve this?</p>
","","user5203771","","","","2015-11-30 12:33:38","Body jumping x pixels left, when a scrollbar is added","<javascript><jquery><html><css><angularjs>","2","0","","",""
"34008901","1","34009288","","2015-11-30 22:06:36","","0","678","<p>For whatever odd reason, Angular does not blur out the clicked element, so I 'fixed' it like this:</p>

<pre><code>*:focus { outline: none !important; }
</code></pre>

<p>It's not a real fix, instead every element should be blurred automatically, but I'm not sure how to do that without a directive, so this must do for now, unless someone has a better solution.</p>

<p>However, I can't seem to apply the same 'fix' for Bootstrap custom checkboxes.</p>

<pre><code>&lt;label class=""c-input c-checkbox""&gt;
    &lt;input type=""checkbox""&gt;
    &lt;span class=""c-indicator""&gt;&lt;/span&gt;
    Remember Me
&lt;/label&gt;
</code></pre>

<p>This is how it looks like when focused:</p>

<p><a href=""https://i.stack.imgur.com/WmhP0.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/WmhP0.png"" alt=""Unchecked""></a>
<a href=""https://i.stack.imgur.com/RySWa.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/RySWa.png"" alt=""Checked""></a></p>

<p>I tried removing outline, border, box-shadow - nothing seemed to work.</p>
","","user5203771","","","","2015-11-30 22:34:05","Angular can't remove focus outline from a Boostrap custom checkbox","<javascript><jquery><html><css><angularjs>","1","9","","",""
"42038620","1","","","2017-02-04 09:21:05","","0","378","<p>I have a scenario where I need to make all <code>tr</code> of a html table as an accordion. where the collapse pane should be a <code>div</code> which needs to be present below each <code>tr</code>. I have to use ng-repeat on <code>tr</code> to construct the table. 
need something like this </p>

<pre><code>..
&lt;tr ng-repeat='row in rows'&gt;
&lt;div ng-repeat='row in rows'&gt;
..
</code></pre>

<p>where the html should render as below</p>

<pre><code>&lt;tr&gt; //row[0]
&lt;div&gt; //row[0]
&lt;tr&gt; //row[1]
&lt;div&gt; //row[1]
&lt;tr&gt; //row[2]
&lt;div&gt; //row[2]
</code></pre>

<p>is it possible to have <code>div</code> as <code>tr</code> sibling if yes how to achieve above scenario? if not how can we approach this scenario?
any idea will be appreciated</p>
","3867290","","","","","2017-02-04 09:26:48","Accordion div inside each tr of a html table using ng-repeat","<javascript><jquery><html><css><angularjs>","0","4","","",""
"25954202","1","26033133","","2014-09-20 23:20:03","","-4","874","<p>I am trying to make contents of each div element one at a time with some delay. What is best solution or possible ways to do this transition. Here is current code :</p>

<p>HTML code:</p>

<pre><code>   &lt;div&gt;
    &lt;div class=""content repeat-item"" data-ng-repeat=""item in ItemsList""&gt;
        &lt;div&gt;{{item.ItemColumn2}}&lt;/div&gt;
    &lt;/div&gt;
   &lt;/div&gt;
</code></pre>

<p>CSS code:</p>

<pre><code>.content.repeat-item.ng-enter,
.content.repeat-item.ng-leave {
-webkit-transition:0.5s linear all;
 transition:0.5s linear all;
 }

.content.repeat-item.ng-enter,
 .content.repeat-item.ng-leave.ng-leave-active {
  opacity:0;
 }
 .content.repeat-item.ng-leave,
 .content.repeat-item.ng-enter.ng-enter-active {
  opacity:1;
 }
</code></pre>

<p>Here Itemslist and menu_info data are coming from angularjs controller scope variables. I am unable to  loop ng-repeat as  with content one at a time. </p>
","1701450","","1701450","","2014-09-21 01:22:49","2014-09-25 07:44:56","How to make div element ng-repeat show one div inside at a time automatically","<javascript><jquery><html><css><angularjs>","1","4","","",""
"43361534","1","43361900","","2017-04-12 06:06:52","","1","42","<p>I have used a directive and it calls a method that returns some values which is working perfectly. But my problem is that it calls it repeatedly and what I want is that it should call the method only when the resize is completed. I took this code form </p>

<p><a href=""https://codepen.io/fabiobiondi/pen/pvJrBE"" rel=""nofollow noreferrer"">https://codepen.io/fabiobiondi/pen/pvJrBE</a></p>

<pre><code>app.directive('resizable', function () {
return {
    restrict: 'A',
    scope: {
        callback: '&amp;onResize'
    },
    link: function postLink(scope, elem, attrs) {
        elem.resizable();
        elem.on('resize', function (evt, ui) {
            scope.$apply(function () {
                if (scope.callback) {
                    scope.callback({ $evt: evt, $ui: ui });
                }
            })
        });
    }
};
})

&lt;div resizable on-resize=""resize($evt, $ui)"" class=""box""&gt;
     Resizable Div
&lt;/div&gt;
</code></pre>

<p>Note: I cant call a .click() event or something using timeout operations. Secondly I have around 150 div that can be resized so cant use a ID also.</p>

<p>Thanks in advance</p>
","5672812","","","","","2017-04-12 06:27:28","Call Resize method only when resize is completed in Angular Js Resizable","<javascript><jquery><html><css><angularjs>","1","1","","",""
"42494143","1","","","2017-02-27 19:28:15","","0","61","<p>I have a div that fill using angular, this is the code.</p>

<pre><code>&lt;div ng-show=""divSilt"" class=""row""&gt;
            &lt;div class=""col-md-12""&gt;
                &lt;div class=""portlet light form-fit bordered"" style=""padding: 12px 20px 0 20px;""&gt;
                    &lt;div class=""portlet-title""&gt;
                        &lt;div class=""caption font-blue""&gt;
                            &lt;i class=""icon-speech brinksblue""&gt;&lt;/i&gt;
                            &lt;span class=""caption-subject bold uppercase brinksblue""&gt; Acompanhamento SILT&lt;/span&gt;
                        &lt;/div&gt;
                    &lt;/div&gt;
                    &lt;div class=""portlet-body form""&gt;
                        &lt;div style=""overflow: auto;"" class=""alturaPagina""&gt;
                            &lt;table md-table&gt;
                                &lt;thead fix-head md-head md-order=""query.order""&gt;
                                &lt;tr md-row&gt;
                                    &lt;th md-column style=""box-sizing: content-box""&gt;&lt;span&gt;&amp;nbsp;&lt;/span&gt;&lt;/th&gt;
                                    &lt;th md-column style=""box-sizing: content-box"" md-order-by=""Dt_Execucao""&gt;&lt;span&gt;Data da Importação&lt;/span&gt;&lt;/th&gt;
                                    &lt;th md-column style=""box-sizing: content-box"" md-order-by=""Cod_Regional""&gt;&lt;span&gt;Regional&lt;/span&gt;&lt;/th&gt;
                                    &lt;th md-column style=""box-sizing: content-box"" md-order-by=""Cod_Filial"" md-desc&gt;&lt;span&gt;Filial&lt;/span&gt;&lt;/th&gt;
                                    &lt;th md-column style=""box-sizing: content-box"" md-order-by=""Dt_Inicio""&gt;&lt;span&gt;Início da Apuração&lt;/span&gt;&lt;/th&gt;
                                    &lt;th md-column style=""box-sizing: content-box"" md-order-by=""Dt_Fim""&gt;&lt;span&gt;Fim da Apuração&lt;/span&gt;&lt;/th&gt;
                                &lt;/tr&gt;
                                &lt;/thead&gt;
                                &lt;tbody md-body&gt;
                                &lt;tr md-row ng-repeat=""arquivo in vm.importacaoSilt | filter: filter.search | orderBy: query.order""&gt;
                                    &lt;td md-cell&gt;&lt;a href="""" ng-click=""vm.detalhes(arquivo)""&gt;&lt;i class=""fa fa-list"" title=""Detalhes"" /&gt;&lt;/a&gt;&lt;/td&gt;
                                    &lt;td md-cell&gt;{{arquivo.DT_DATA| date:'dd/MM/yyyy'}}&lt;/td&gt;
                                    &lt;td md-cell&gt;{{arquivo.Cod_Regional}}&lt;/td&gt;
                                    &lt;td md-cell&gt;{{arquivo.Cod_Filial}}&lt;/td&gt;
                                    &lt;td md-cell&gt;{{arquivo.Dt_inicio | date:'dd/MM/yyyy'}}&lt;/td&gt;
                                    &lt;td md-cell&gt;{{arquivo.Dt_Termino | date:'dd/MM/yyyy'}}&lt;/td&gt;
                                &lt;/tr&gt;
                                &lt;/tbody&gt;
                            &lt;/table&gt;
                        &lt;/div&gt;
                    &lt;/div&gt;
                &lt;/div&gt;
            &lt;/div&gt;
        &lt;/div&gt;
</code></pre>

<p>When I fill it comes with a problem in the align of the header and the content, see print below.</p>

<p><a href=""https://i.stack.imgur.com/RmDFm.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/RmDFm.png"" alt=""enter image description here""></a></p>

<p>Now its the weird part time, when I press F12 to investigate the problem the alignment automatically is fixed, I open the console and its everything alright. If I refresh the page the problem happens again,someone know what is causing this?(Print below of right after I open Console)</p>

<p><a href=""https://i.stack.imgur.com/bwLDJ.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/bwLDJ.png"" alt=""enter image description here""></a></p>
","4177590","","6555896","","2017-02-27 19:33:20","2017-02-27 19:33:20","Header and content not aligned","<javascript><jquery><html><css><angularjs>","0","2","","",""
